ID,Age,Economic Status,Profession,Average Pokemon Level,Criminal Record,Win Ratio,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Charity Participation,Team Rocket,Debt
361,57,Middle,Rocket Grunt,22,0,47,0,Aggressive,0,0,1,0,0
362,63,Middle,Underground Battler,5,1,38,0,Defensive,29,0,0,1,1
363,11,Middle,Scientist,73,0,54,0,Defensive,23,0,0,1,1
364,34,Middle,Gym Leader Assistant,66,0,30,0,Aggressive,25,0,1,0,0
365,37,High,Gym Leader Assistant,37,0,31,0,Defensive,12,1,0,1,1
366,41,Low,Researcher,100,0,42,0,Aggressive,2,0,1,0,0
367,30,Middle,Champion,55,0,24,0,Unpredictable,14,0,1,0,0
368,38,Middle,Gym Leader Assistant,86,0,49,0,Aggressive,10,0,1,0,0
369,57,Middle,Daycare Worker,68,1,56,0,Defensive,12,1,0,1,1
370,11,Middle,PokéMart Seller,42,0,33,0,Aggressive,22,0,1,0,0
371,22,Middle,Scientist,97,0,49,0,Defensive,23,0,1,0,0
372,34,Low,Daycare Worker,15,1,46,0,Aggressive,13,0,0,1,1
373,69,Low,Gym Leader Assistant,9,1,69,1,Unpredictable,13,1,0,1,1
374,36,Low,Gym Leader Assistant,26,0,29,0,Unpredictable,9,0,1,0,0
375,59,Middle,Gym Leader Assistant,5,0,79,0,Defensive,13,0,1,0,0
376,61,Low,Daycare Worker,100,0,50,0,Unpredictable,11,0,1,0,0
377,16,Low,Underground Battler,71,1,50,0,Aggressive,28,1,1,1,1
378,40,High,Black Market Dealer,11,0,40,0,Defensive,20,0,1,0,0
379,30,Low,Champion,60,0,75,0,Aggressive,11,0,1,0,0
380,57,Middle,Biker,47,0,66,0,Unpredictable,2,0,1,0,0
381,61,Low,Biker,95,0,75,0,Defensive,6,0,1,0,0
382,53,Low,PokéMart Seller,86,0,31,0,Unpredictable,9,0,1,0,0
383,48,Low,Nurse,88,0,30,0,Unpredictable,5,0,1,0,0
384,30,Low,Breeder,50,0,20,0,Defensive,21,0,1,0,0
385,25,High,Fisherman,44,0,74,0,Unpredictable,9,0,1,0,0
386,18,Low,Police Officer,68,0,80,0,Aggressive,17,0,1,0,0
387,20,Middle,Gym Leader Assistant,19,0,21,0,Defensive,9,0,1,0,0
388,19,Low,Nurse,66,0,57,0,Aggressive,13,0,1,0,0
389,48,Low,Daycare Worker,27,0,76,0,Defensive,25,0,1,0,0
390,47,Middle,Fisherman,44,0,79,0,Aggressive,19,0,1,0,0
391,36,Low,Casino Worker,6,0,78,0,Unpredictable,25,0,1,0,0
392,34,Low,Fisherman,6,0,80,0,Unpredictable,1,0,1,0,0
393,13,Middle,Daycare Worker,72,0,49,0,Unpredictable,14,0,1,0,0
394,41,Middle,Scientist,24,0,75,0,Unpredictable,18,0,1,0,0
395,36,Middle,Underground Battler,59,0,75,0,Defensive,19,0,1,0,0
396,54,Middle,Rocket Grunt,68,0,70,0,Aggressive,8,0,1,0,0
397,61,Low,Police Officer,75,1,71,0,Defensive,27,0,0,1,1
398,20,High,Elite Trainer,98,0,34,0,Defensive,16,1,0,1,1
399,17,Middle,Police Officer,48,0,30,0,Defensive,16,0,1,0,0
400,30,Middle,Police Officer,66,0,46,0,Aggressive,19,0,1,0,0
401,36,Middle,Elite Trainer,22,0,45,0,Unpredictable,21,0,1,0,0
402,52,High,Police Officer,9,0,53,0,Aggressive,24,0,1,0,0
403,65,Low,PokéMart Seller,84,0,81,0,Defensive,23,0,1,0,0
404,25,Low,Rocket Grunt,64,0,53,0,Unpredictable,3,0,1,0,0
405,64,High,Gym Leader Assistant,34,0,44,0,Unpredictable,5,0,1,0,0
406,67,Low,Casino Worker,58,0,60,0,Aggressive,26,0,0,1,1
407,55,Middle,Daycare Worker,40,0,71,0,Defensive,0,0,1,0,0
408,70,Middle,Daycare Worker,86,0,74,0,Aggressive,25,0,1,0,0
409,64,Middle,Underground Battler,66,0,23,0,Unpredictable,25,0,1,0,0
410,59,Middle,Biker,5,0,79,0,Unpredictable,0,0,1,0,0
411,32,High,Elite Trainer,60,0,22,0,Aggressive,7,0,1,0,0
412,54,High,Champion,47,0,22,0,Aggressive,18,0,1,0,0
413,52,Middle,Black Market Dealer,58,0,59,0,Defensive,20,0,1,0,0
414,42,Middle,Daycare Worker,75,0,81,0,Defensive,9,0,1,0,0
415,59,Middle,Breeder,24,0,41,0,Defensive,17,0,1,0,0
416,62,Low,Breeder,58,0,52,0,Defensive,5,0,1,0,0
417,45,Low,Fisherman,100,0,56,0,Aggressive,18,0,1,0,0
418,50,Middle,Researcher,55,0,79,0,Unpredictable,30,1,0,1,0
419,11,Low,Biker,9,0,57,0,Defensive,8,0,1,0,0
420,61,Middle,Daycare Worker,28,0,63,0,Aggressive,17,0,1,0,0
421,46,High,Elite Trainer,29,0,32,0,Aggressive,18,0,1,0,0
422,40,Low,Rocket Grunt,31,0,42,0,Unpredictable,13,0,1,0,0
423,49,Middle,Casino Worker,28,0,72,0,Aggressive,24,0,1,0,0
424,14,Middle,Scientist,64,0,40,0,Aggressive,10,0,1,0,0
425,45,Middle,Biker,83,0,58,0,Defensive,21,0,1,0,0
426,21,Middle,Researcher,40,0,35,0,Aggressive,19,0,1,0,0
427,45,Low,Daycare Worker,63,1,65,0,Defensive,15,0,1,1,1
428,62,High,Daycare Worker,5,0,42,0,Aggressive,3,0,1,0,0
429,61,Low,Rocket Grunt,92,0,50,0,Unpredictable,6,0,1,0,0
430,48,Low,Nurse,64,0,61,0,Unpredictable,19,0,1,0,0
431,36,High,PokéMart Seller,54,0,69,0,Defensive,5,0,1,0,0
432,51,Middle,Elite Trainer,62,0,59,0,Defensive,3,0,1,0,0
433,62,Middle,Elite Trainer,24,0,51,0,Unpredictable,1,0,1,0,0
434,37,Low,Rocket Grunt,99,0,47,0,Defensive,2,0,1,0,0
435,22,Middle,Rocket Grunt,12,0,48,0,Unpredictable,18,0,1,0,0
436,28,Low,Biker,62,0,74,0,Aggressive,23,0,0,1,1
437,58,Low,Breeder,76,0,34,0,Defensive,3,0,1,0,0
438,65,Middle,Underground Battler,10,0,35,0,Defensive,22,0,1,0,0
439,40,Middle,Daycare Worker,95,0,62,0,Defensive,7,0,1,0,0
440,28,High,Black Market Dealer,75,0,65,0,Aggressive,0,0,1,0,0
441,45,Middle,PokéMart Seller,52,0,86,0,Aggressive,14,1,0,1,1
442,69,Low,PokéMart Seller,66,0,82,0,Unpredictable,0,0,1,0,0
443,29,Middle,Fisherman,35,0,32,0,Defensive,25,0,1,0,0
444,29,Low,Champion,61,0,46,0,Aggressive,3,0,1,0,0
445,60,Low,Black Market Dealer,75,0,41,0,Defensive,25,0,1,0,0
446,42,Middle,Researcher,37,0,84,0,Defensive,2,0,1,0,0
447,40,High,Police Officer,67,0,44,0,Unpredictable,7,0,1,0,0
448,33,Low,Fisherman,74,0,66,0,Unpredictable,2,0,1,0,0
449,28,Low,Biker,90,0,43,0,Aggressive,18,0,1,0,0
450,26,Middle,Elite Trainer,64,0,82,0,Unpredictable,23,0,1,0,0
451,47,Middle,Fisherman,67,0,49,0,Unpredictable,3,0,0,1,1
452,59,Low,Breeder,31,1,50,0,Aggressive,27,0,0,1,1
453,52,Middle,Gym Leader Assistant,62,0,44,0,Defensive,1,0,1,0,0
454,64,Middle,Police Officer,9,0,79,0,Unpredictable,1,0,1,0,0
455,34,Low,Casino Worker,63,0,65,0,Unpredictable,15,0,1,0,0
456,25,Middle,PokéMart Seller,47,0,71,0,Defensive,17,0,1,0,0
457,14,Middle,Black Market Dealer,26,0,84,0,Aggressive,22,0,1,0,0
458,46,High,Biker,39,0,31,0,Aggressive,11,0,1,0,0
459,40,High,Daycare Worker,90,0,84,0,Defensive,25,0,1,0,0
460,66,High,Black Market Dealer,92,0,41,0,Unpredictable,24,0,1,0,0
461,68,Middle,Researcher,63,0,47,0,Defensive,6,0,1,0,0
462,31,Low,Nurse,78,0,43,0,Unpredictable,17,0,1,0,0
463,51,Middle,Fisherman,5,0,59,0,Aggressive,1,0,1,0,0
464,27,Middle,Casino Worker,32,0,45,0,Defensive,11,0,1,0,0
465,62,Middle,Gym Leader Assistant,15,0,60,0,Aggressive,16,0,1,0,0
466,52,Low,Police Officer,42,0,55,0,Unpredictable,19,0,1,0,0
467,17,Low,Fisherman,49,0,29,0,Unpredictable,23,0,1,0,0
468,11,Middle,Fisherman,44,0,43,0,Aggressive,11,0,1,0,0
469,36,Low,Nurse,67,0,85,0,Unpredictable,13,0,1,0,0
470,63,Middle,Nurse,73,0,82,0,Defensive,13,0,1,0,0
471,35,Middle,Police Officer,24,0,58,0,Unpredictable,10,0,1,1,1
472,13,High,Gym Leader Assistant,40,0,83,0,Defensive,13,0,1,0,0
473,28,Middle,Biker,45,0,36,0,Unpredictable,19,0,1,0,0
474,10,Low,Gym Leader Assistant,23,0,58,0,Aggressive,18,0,1,0,0
475,69,Low,Scientist,33,0,78,0,Unpredictable,10,0,1,0,0
476,65,Middle,Nurse,21,0,27,0,Aggressive,14,0,1,0,0
477,61,Middle,Rocket Grunt,93,0,25,0,Unpredictable,16,0,1,0,0
478,21,Middle,Daycare Worker,68,0,79,0,Defensive,19,0,1,0,0
479,59,Middle,Casino Worker,10,0,76,0,Unpredictable,5,0,1,0,0
480,24,Middle,Champion,90,0,24,0,Defensive,24,0,1,0,0
481,40,Middle,Gym Leader Assistant,32,0,76,0,Aggressive,16,0,1,0,0
482,32,Low,PokéMart Seller,67,0,30,0,Defensive,4,0,1,0,0
483,33,Low,Black Market Dealer,48,0,69,0,Defensive,7,0,1,0,0
484,46,Middle,Breeder,73,0,77,0,Defensive,2,0,1,0,0
485,51,Low,Black Market Dealer,26,0,26,0,Unpredictable,23,0,1,0,0
486,70,High,Researcher,67,1,43,0,Unpredictable,8,1,1,1,0
487,46,Low,Elite Trainer,84,0,34,0,Aggressive,23,0,1,0,0
488,29,Middle,Gym Leader Assistant,34,0,74,0,Aggressive,18,0,1,0,0
489,37,Middle,Gym Leader Assistant,62,0,85,0,Defensive,13,0,1,0,0
490,50,High,PokéMart Seller,72,0,44,0,Defensive,24,0,1,0,0
491,21,Low,Black Market Dealer,60,0,32,0,Unpredictable,3,1,0,1,1
492,64,Low,Police Officer,83,0,64,0,Defensive,2,0,1,0,0
493,17,High,Champion,9,0,52,0,Unpredictable,16,0,1,0,0
494,67,Middle,Black Market Dealer,26,0,69,0,Defensive,8,0,1,0,0
495,43,Low,Scientist,65,0,47,0,Defensive,26,1,0,1,1
496,64,Middle,Elite Trainer,41,0,77,0,Defensive,19,0,1,0,0
497,43,Low,Researcher,79,0,83,0,Defensive,18,0,1,0,0
498,53,Low,Police Officer,25,0,83,0,Unpredictable,9,0,1,0,0
499,44,High,Scientist,53,1,48,0,Unpredictable,5,0,1,1,1
500,31,Low,Casino Worker,98,0,77,0,Defensive,6,0,1,0,0
501,24,Middle,Black Market Dealer,80,0,59,0,Aggressive,15,0,1,0,0
502,40,Middle,Elite Trainer,71,0,75,0,Unpredictable,10,0,1,0,0
503,35,Middle,Police Officer,81,0,78,0,Aggressive,17,0,1,0,0
504,53,Middle,Police Officer,21,0,40,0,Unpredictable,5,1,0,1,1
505,43,Middle,Champion,59,0,52,0,Aggressive,3,0,0,1,1
506,69,Middle,Biker,91,0,23,0,Defensive,10,0,1,0,0
507,17,Middle,Champion,73,0,69,0,Unpredictable,14,0,1,0,0
508,62,Low,Scientist,66,0,65,0,Defensive,13,0,1,0,0
509,31,Middle,Casino Worker,73,0,24,0,Aggressive,14,0,1,0,0
510,60,Middle,Scientist,15,0,48,0,Defensive,13,0,1,0,0
511,67,Middle,Nurse,12,0,31,0,Unpredictable,7,1,0,1,1
512,20,Middle,Breeder,98,0,33,0,Aggressive,12,0,1,0,0
513,63,Low,Underground Battler,6,0,58,0,Defensive,6,0,1,0,0
514,49,High,Fisherman,5,0,61,0,Defensive,20,0,1,0,0
515,48,Low,Elite Trainer,61,0,23,0,Aggressive,1,0,1,0,0
516,68,Middle,Daycare Worker,67,0,82,0,Defensive,17,0,1,0,0
517,11,Middle,Casino Worker,49,0,25,0,Aggressive,5,0,1,0,0
518,22,Low,Elite Trainer,68,0,27,0,Unpredictable,4,0,1,0,0
519,41,Low,Nurse,7,0,65,0,Unpredictable,12,0,0,1,0
520,58,Low,Underground Battler,66,0,80,0,Defensive,4,0,1,0,0
521,15,Middle,Black Market Dealer,66,0,55,0,Defensive,24,0,1,0,0
522,64,Middle,Biker,35,0,22,0,Aggressive,17,0,1,0,0
523,51,High,Breeder,15,1,44,0,Unpredictable,13,1,0,1,1
524,20,Low,Rocket Grunt,5,0,49,0,Defensive,9,0,1,0,0
525,53,Low,Gym Leader Assistant,84,0,36,0,Unpredictable,22,0,1,0,0
526,31,Low,Gym Leader Assistant,6,0,33,0,Defensive,9,0,1,0,0
527,10,Low,Police Officer,56,0,75,0,Unpredictable,24,0,1,0,0
528,46,High,Police Officer,48,0,33,0,Defensive,5,0,1,0,0
529,32,High,Daycare Worker,37,0,52,0,Unpredictable,20,0,1,0,0
530,24,Low,Casino Worker,57,0,66,0,Defensive,2,0,1,0,0
531,54,Middle,Underground Battler,18,0,26,0,Aggressive,0,0,1,0,0
532,57,Middle,Black Market Dealer,11,0,42,0,Aggressive,7,0,1,0,0
533,16,High,Nurse,19,0,43,0,Defensive,14,0,1,0,0
534,68,Low,Rocket Grunt,22,0,44,0,Defensive,28,1,1,1,1
535,45,Middle,Elite Trainer,10,0,84,0,Defensive,20,0,1,0,0
536,40,High,Nurse,97,0,85,0,Defensive,4,0,1,0,0
537,55,Middle,Police Officer,29,1,76,0,Defensive,5,1,0,1,1
538,55,Low,Police Officer,15,0,38,0,Aggressive,12,0,1,0,0
539,69,Low,Black Market Dealer,22,0,69,0,Aggressive,9,0,1,0,0
540,41,Middle,Gym Leader Assistant,29,0,44,0,Defensive,18,0,1,0,0
541,48,Middle,Elite Trainer,59,0,43,0,Unpredictable,2,0,1,0,0
542,70,Middle,Black Market Dealer,85,0,63,0,Aggressive,18,0,1,0,0
543,62,Low,Rocket Grunt,24,0,38,0,Unpredictable,6,0,1,0,0
544,15,Middle,Underground Battler,79,0,47,0,Unpredictable,5,0,1,0,0
545,50,Low,Daycare Worker,93,0,29,0,Unpredictable,4,0,1,0,0
546,36,High,Underground Battler,53,0,20,0,Aggressive,16,0,1,0,0
547,57,Low,Black Market Dealer,11,0,52,0,Unpredictable,24,0,1,0,0
548,38,Middle,Nurse,45,0,89,0,Aggressive,25,1,0,1,1
549,49,Middle,Black Market Dealer,15,0,49,0,Defensive,16,0,0,1,0
550,52,Middle,Casino Worker,26,0,80,0,Unpredictable,3,0,1,0,0
551,21,Middle,Underground Battler,71,0,60,0,Unpredictable,10,0,1,0,0
552,51,Middle,Biker,53,0,72,0,Defensive,23,0,1,0,0
553,50,Middle,Gym Leader Assistant,87,0,29,0,Unpredictable,13,0,1,0,0
554,51,Low,Breeder,60,0,68,0,Aggressive,12,0,1,0,0
555,62,Middle,Biker,88,1,73,0,Aggressive,27,1,0,1,1
556,31,Middle,Gym Leader Assistant,88,0,21,0,Defensive,6,0,1,0,0
557,43,Low,Champion,62,0,41,0,Aggressive,18,0,1,0,0
558,69,Low,Biker,94,0,50,0,Defensive,12,0,0,1,1
559,56,Low,Rocket Grunt,23,1,86,0,Unpredictable,20,1,1,1,1
560,66,Low,Scientist,17,0,85,0,Defensive,23,0,1,0,0
561,53,Middle,Scientist,73,0,73,0,Aggressive,5,0,1,0,0
562,48,Low,Fisherman,11,0,71,0,Unpredictable,19,0,1,0,0
563,46,Low,Casino Worker,90,0,55,0,Defensive,25,0,1,0,0
564,59,Middle,Elite Trainer,34,1,74,0,Unpredictable,14,1,0,1,1
565,20,Low,Rocket Grunt,66,0,49,0,Aggressive,4,0,1,0,0
566,29,High,Black Market Dealer,68,0,67,0,Defensive,17,0,1,0,0
567,35,Middle,Researcher,47,0,56,0,Defensive,25,0,1,0,0
568,67,Middle,Casino Worker,80,0,27,0,Aggressive,2,0,1,0,0
569,32,Middle,Rocket Grunt,72,0,53,0,Aggressive,7,0,1,0,0
570,24,Low,Black Market Dealer,47,1,49,0,Defensive,20,0,0,1,1
571,58,Middle,Underground Battler,79,0,58,0,Aggressive,9,0,1,0,0
572,43,Low,PokéMart Seller,74,0,21,0,Defensive,0,0,1,0,0
573,58,High,Underground Battler,98,0,68,0,Unpredictable,16,0,1,0,0
574,18,Middle,Police Officer,7,0,67,0,Defensive,2,0,1,0,0
575,44,Middle,Champion,42,0,32,0,Aggressive,6,0,1,0,0
576,56,High,PokéMart Seller,14,0,83,0,Unpredictable,12,0,1,0,0
577,16,High,Champion,11,0,49,0,Aggressive,6,0,1,0,0
578,60,High,Black Market Dealer,23,0,83,0,Defensive,20,0,1,1,1
579,59,High,Champion,44,0,59,0,Aggressive,12,0,1,0,0
580,13,High,Fisherman,52,0,71,0,Unpredictable,11,0,1,0,0
581,16,High,PokéMart Seller,7,0,58,0,Aggressive,24,1,0,1,1
582,46,Middle,Gym Leader Assistant,41,0,69,0,Unpredictable,24,0,1,0,0
583,57,Middle,Gym Leader Assistant,60,0,43,0,Defensive,21,0,1,0,0
584,32,Middle,Breeder,53,0,83,0,Unpredictable,18,0,1,0,0
585,43,Middle,Underground Battler,96,0,26,0,Defensive,23,0,1,0,0
586,44,High,Fisherman,30,0,80,0,Defensive,3,0,1,0,0
587,28,Middle,Black Market Dealer,35,0,58,0,Unpredictable,10,0,1,0,0
588,52,Low,Scientist,52,0,73,0,Aggressive,24,0,1,0,0
589,37,Low,Fisherman,57,0,38,0,Defensive,9,0,1,0,0
590,47,Low,Gym Leader Assistant,33,0,44,0,Aggressive,18,0,1,0,0
591,35,Middle,Elite Trainer,15,0,82,0,Aggressive,22,0,1,0,0
592,12,Middle,Nurse,32,0,47,0,Defensive,5,0,1,0,0
593,49,Middle,Underground Battler,64,0,46,0,Defensive,22,0,1,0,0
594,66,Middle,Rocket Grunt,78,0,84,0,Defensive,3,0,1,0,0
595,44,High,Gym Leader Assistant,79,0,51,0,Aggressive,22,0,1,0,0
596,33,High,Researcher,75,0,53,0,Defensive,2,0,1,0,0
597,26,Middle,Champion,6,0,59,0,Defensive,29,0,1,1,0
598,15,Middle,Underground Battler,17,0,24,0,Unpredictable,7,0,1,0,0
599,68,Middle,Fisherman,87,0,45,0,Aggressive,11,0,0,1,1
600,67,High,PokéMart Seller,57,0,37,0,Unpredictable,4,0,1,0,0
601,70,Low,Underground Battler,86,0,30,0,Defensive,12,0,1,0,0
602,51,Middle,Casino Worker,53,0,24,0,Unpredictable,20,0,1,0,0
603,60,Middle,Rocket Grunt,21,1,57,0,Unpredictable,16,1,0,1,1
604,66,Middle,PokéMart Seller,47,0,69,0,Aggressive,11,0,1,0,0
605,14,Middle,Daycare Worker,93,0,80,0,Unpredictable,2,0,1,0,0
606,58,Middle,Underground Battler,23,0,56,0,Aggressive,16,1,1,1,1
607,39,Middle,Elite Trainer,34,0,85,0,Aggressive,8,1,1,1,1
608,57,Low,Elite Trainer,22,0,26,0,Defensive,14,0,1,0,0
609,62,Low,Nurse,36,0,37,0,Aggressive,23,0,1,0,0
610,64,High,Elite Trainer,99,0,56,0,Unpredictable,4,0,1,0,0
611,50,Low,Researcher,90,0,44,0,Aggressive,12,0,1,0,0
612,57,High,Biker,99,0,25,0,Unpredictable,5,0,1,0,0
613,70,Low,Elite Trainer,71,0,50,0,Unpredictable,23,0,1,0,0
614,28,Low,Gym Leader Assistant,20,0,71,0,Unpredictable,3,0,1,0,0
615,15,Middle,Breeder,38,0,85,0,Defensive,11,0,1,0,0
616,34,Middle,Elite Trainer,42,0,58,0,Defensive,13,0,1,0,0
617,60,High,Researcher,54,0,73,0,Defensive,3,0,1,0,0
618,45,Middle,Casino Worker,66,0,57,0,Unpredictable,7,0,0,1,1
619,56,High,Underground Battler,54,0,40,0,Defensive,9,0,1,0,0
620,37,High,Nurse,5,0,64,0,Unpredictable,5,0,1,0,0
621,50,Middle,Fisherman,10,0,42,0,Defensive,14,0,1,0,0
622,14,High,PokéMart Seller,90,0,61,0,Unpredictable,23,0,1,0,0
623,66,Low,Breeder,70,1,44,0,Aggressive,24,1,0,1,0
624,37,High,Underground Battler,39,0,73,0,Defensive,14,0,1,0,0
625,48,Middle,Police Officer,80,0,65,0,Unpredictable,7,0,1,0,0
626,41,Middle,Police Officer,53,0,20,0,Defensive,16,0,1,0,0
627,46,Middle,Daycare Worker,55,0,71,0,Aggressive,18,0,1,0,0
628,32,Low,PokéMart Seller,48,0,65,0,Aggressive,9,0,1,0,0
629,18,Low,Rocket Grunt,14,0,32,0,Defensive,13,0,1,0,0
630,55,Low,Champion,90,0,56,0,Defensive,19,0,1,0,0
631,66,Middle,Researcher,71,0,28,0,Unpredictable,13,0,1,0,0
632,18,Low,Breeder,100,1,43,0,Aggressive,7,1,0,1,1
633,34,Middle,Black Market Dealer,6,0,85,0,Unpredictable,4,0,1,0,0
634,64,Low,PokéMart Seller,15,0,79,0,Unpredictable,10,0,1,0,0
635,51,Middle,Daycare Worker,33,0,49,0,Unpredictable,11,0,1,0,0
636,68,Middle,Researcher,9,0,36,0,Aggressive,22,0,1,0,0
637,70,High,Fisherman,71,0,70,0,Aggressive,22,0,1,0,0
638,11,Low,Breeder,76,0,52,0,Aggressive,4,0,0,1,1
639,59,Middle,Gym Leader Assistant,41,0,58,0,Unpredictable,12,0,1,0,0
640,37,Middle,Daycare Worker,88,0,72,0,Aggressive,21,0,1,0,0
641,44,Middle,Underground Battler,21,0,40,0,Defensive,20,0,1,0,0
642,20,Middle,Champion,41,1,41,0,Aggressive,24,0,0,1,1
643,61,Low,Gym Leader Assistant,17,0,84,0,Unpredictable,24,0,1,0,0
644,66,High,Rocket Grunt,56,0,52,0,Unpredictable,13,0,1,0,0
645,61,Low,Champion,9,0,64,0,Defensive,7,0,1,0,0
646,14,Middle,Gym Leader Assistant,18,0,49,0,Unpredictable,17,0,1,0,0
647,65,Middle,Police Officer,18,0,34,0,Defensive,2,0,1,0,0
648,59,Middle,Daycare Worker,7,0,83,0,Unpredictable,11,0,1,0,0
649,53,Low,Gym Leader Assistant,21,0,73,0,Defensive,22,0,1,0,0
650,50,Middle,Police Officer,83,0,34,0,Defensive,14,0,1,0,0
651,32,Middle,Biker,17,0,44,0,Aggressive,16,0,1,0,0
652,30,High,Casino Worker,78,1,33,0,Defensive,9,0,0,1,1
653,21,Low,Casino Worker,48,0,59,0,Unpredictable,4,0,1,0,0
654,70,Middle,Researcher,44,0,51,0,Unpredictable,9,0,1,0,0
655,64,Middle,Champion,85,0,65,0,Defensive,2,0,1,0,0
656,62,High,Underground Battler,10,0,34,0,Defensive,17,0,1,0,0
657,21,Middle,Scientist,76,0,62,0,Defensive,8,0,1,0,0
658,10,Low,Researcher,19,0,75,0,Defensive,18,0,1,0,0
659,70,Low,PokéMart Seller,70,0,85,0,Unpredictable,14,0,1,0,0
660,54,High,Daycare Worker,55,0,62,0,Defensive,6,0,1,0,0
661,51,Middle,Rocket Grunt,39,0,51,0,Aggressive,6,0,1,0,0
662,61,Middle,Biker,37,0,41,0,Unpredictable,26,1,0,1,1
663,11,High,Champion,55,0,23,0,Unpredictable,18,0,1,0,0
664,31,Middle,Underground Battler,57,0,28,0,Unpredictable,8,0,1,0,0
665,62,Low,Underground Battler,45,0,85,0,Defensive,19,1,0,1,1
666,31,High,Elite Trainer,15,0,52,0,Unpredictable,8,0,1,0,0
667,63,Low,Underground Battler,41,0,24,0,Unpredictable,25,0,1,0,0
668,50,Low,Nurse,27,0,39,0,Unpredictable,18,0,1,0,0
669,46,Middle,Fisherman,84,0,83,0,Unpredictable,25,1,0,1,1
670,22,Low,Elite Trainer,24,0,81,0,Aggressive,18,0,1,0,0
671,63,Middle,Researcher,80,1,63,0,Defensive,28,1,0,1,1
672,52,Low,Breeder,34,0,31,0,Aggressive,6,0,1,0,0
673,26,High,Biker,42,0,45,0,Defensive,17,0,1,0,0
674,10,High,Fisherman,66,0,85,0,Unpredictable,16,0,1,0,0
675,15,Low,Gym Leader Assistant,39,0,78,0,Aggressive,21,0,1,0,0
676,23,Low,Rocket Grunt,56,0,20,0,Aggressive,1,0,1,0,0
677,10,Middle,Gym Leader Assistant,79,0,54,0,Unpredictable,24,0,1,0,0
678,33,Low,Daycare Worker,14,0,65,1,Unpredictable,26,0,0,1,1
679,13,Low,Champion,67,0,57,0,Aggressive,3,0,1,0,0
680,52,Middle,PokéMart Seller,63,0,70,0,Aggressive,6,1,1,1,0
681,18,Low,Biker,59,0,36,0,Aggressive,5,0,1,0,0
682,18,Middle,Scientist,55,0,66,0,Defensive,23,0,1,0,0
683,51,Middle,Underground Battler,65,0,58,0,Aggressive,15,0,1,0,0
684,11,Middle,Biker,33,0,45,0,Unpredictable,3,0,1,0,0
685,33,Middle,Fisherman,60,0,64,0,Defensive,4,0,1,0,0
686,21,Low,Rocket Grunt,11,0,51,0,Aggressive,18,0,1,0,0
687,55,Low,Researcher,25,0,45,0,Defensive,1,0,1,0,0
688,34,Middle,Rocket Grunt,14,0,51,0,Aggressive,22,0,1,0,0
689,35,Low,Rocket Grunt,7,0,48,0,Defensive,22,1,1,1,1
690,60,Middle,Breeder,98,0,26,0,Aggressive,15,0,1,0,0
691,57,Low,Biker,46,0,66,0,Aggressive,4,0,1,0,0
692,68,Low,Gym Leader Assistant,58,0,74,0,Aggressive,15,0,1,0,0
693,39,Low,Champion,5,0,37,0,Defensive,7,0,1,0,0
694,10,Low,Elite Trainer,16,0,46,0,Aggressive,24,0,1,0,0
695,32,Middle,Researcher,71,1,81,1,Unpredictable,3,1,0,1,1
696,16,Middle,Scientist,27,0,49,0,Unpredictable,18,0,1,0,0
697,25,Middle,Champion,10,0,33,0,Unpredictable,10,0,1,0,0
698,52,Middle,Casino Worker,74,0,57,0,Defensive,18,0,1,0,0
699,41,Low,Underground Battler,14,0,33,0,Defensive,16,0,1,0,0
700,38,Low,Breeder,43,0,49,0,Defensive,16,0,1,0,0
701,54,Low,Elite Trainer,7,0,57,0,Aggressive,23,0,1,0,0
702,23,Middle,Breeder,17,0,86,0,Defensive,4,0,0,1,1
703,52,Middle,Black Market Dealer,20,0,61,0,Defensive,4,0,1,0,0
704,53,Low,Casino Worker,9,0,79,0,Unpredictable,3,0,1,0,0
705,32,Low,Champion,39,0,24,0,Unpredictable,14,0,1,0,0
706,29,Low,Fisherman,97,0,37,0,Unpredictable,23,0,1,0,0
707,10,High,PokéMart Seller,33,0,44,0,Unpredictable,5,0,1,0,0
708,10,High,Champion,86,0,56,0,Defensive,0,0,1,0,0
709,33,Middle,Police Officer,68,0,41,0,Defensive,26,0,1,1,1
710,42,Low,Casino Worker,46,0,69,0,Unpredictable,6,0,1,0,0
711,53,High,Biker,9,0,58,0,Unpredictable,11,0,1,0,0
712,30,Middle,Black Market Dealer,67,0,36,0,Unpredictable,22,0,1,0,0
713,36,Low,Police Officer,30,0,39,0,Unpredictable,3,0,1,0,0
714,47,Middle,Underground Battler,71,0,33,0,Defensive,20,0,1,0,0
715,65,High,Elite Trainer,36,0,47,0,Aggressive,20,0,1,0,0
716,58,Low,Champion,62,0,35,0,Unpredictable,11,0,1,0,0
717,33,Low,Biker,47,0,82,0,Defensive,8,0,1,0,0
718,68,High,Daycare Worker,62,0,55,0,Aggressive,6,1,0,1,1
719,30,Middle,Fisherman,68,0,40,0,Defensive,16,0,1,0,0
720,46,Low,Underground Battler,24,0,57,0,Unpredictable,23,0,1,0,0
721,38,Low,Champion,94,0,76,0,Unpredictable,6,0,1,0,0
722,19,Middle,Black Market Dealer,82,0,43,0,Unpredictable,22,1,0,1,1
723,55,Low,Casino Worker,45,0,32,0,Defensive,0,0,1,0,0
